WPNo;StepNo;ONo;OPos;Description;OpNo;NextStepNo;FirstStep;ErrorStepNo;NewPNo;PlannedStart;PlannedEnd;Start;End;OPNoType;ResourceID;TransportTime;ErrorStep;ElectricEnergyCalc;ElectricEnergyReal;CompressedAirCalc;CompressedAirReal;FreeString;StaffId;ErrorRetVal;Active
1214;10;2207;2;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:20:55;2024-11-13 09:21:15;2024-11-13 09:35:18;2024-11-13 09:35:32;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2207;3;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:21:15;2024-11-13 09:21:35;2024-11-13 09:35:53;2024-11-13 09:36:06;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2207;4;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:21:35;2024-11-13 09:21:55;2024-11-13 09:37:30;2024-11-13 09:37:44;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2207;5;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:21:55;2024-11-13 09:22:15;2024-11-13 10:27:53;2024-11-13 10:28:07;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2207;6;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:22:15;2024-11-13 09:22:35;2024-11-13 10:28:33;2024-11-13 10:28:46;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2207;7;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:22:35;2024-11-13 09:22:55;2024-11-13 10:55:14;2024-11-13 10:55:28;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2207;8;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 09:22:55;2024-11-13 09:23:15;2024-11-13 11:00:22;2024-11-13 11:00:36;1;1;0;0;0;0;0;0;;0;0;1
2200;10;2210;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-13 10:25:12;2024-11-13 10:25:12;2024-11-13 10:25:35;2024-11-13 10:25:35;1;0;0;0;0;0;0;0;;0;0;1
2200;10;2210;2;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-13 10:25:12;2024-11-13 10:25:12;2024-11-13 10:25:35;2024-11-13 10:25:35;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2211;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-13 10:49:14;2024-11-13 10:49:14;2024-11-13 10:49:52;2024-11-13 10:49:52;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2211;2;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-13 10:49:14;2024-11-13 10:49:14;2024-11-13 10:49:52;2024-11-13 10:49:52;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2211;3;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-13 10:49:14;2024-11-13 10:49:14;2024-11-13 11:19:29;2024-11-13 11:19:29;1;0;0;0;0;0;0;0;;0;0;1
2200;10;2212;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-13 10:49:51;2024-11-13 10:49:51;2024-11-13 11:03:04;2024-11-13 11:03:04;1;0;0;0;0;0;0;0;;0;0;1
2000;10;2213;1;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 16:33:17;2024-11-13 16:33:37;2024-11-13 17:14:32;2024-11-13 17:14:48;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2214;1;release a defined part on stopper 2;213;20;1;0;0;2024-11-13 17:17:27;2024-11-13 17:17:47;2024-11-13 17:17:31;2024-11-13 17:17:49;1;1;0;0;0;0;0;0;;0;0;1
210;10;2216;1;release a part on stopper 1;212;20;1;0;0;2024-11-25 16:02:11;2024-11-25 16:02:31;2024-11-25 16:02:23;2024-11-25 16:02:39;1;1;0;0;0;0;0;0;;0;0;1
210;10;2217;1;release a part on stopper 1;212;20;1;0;0;2024-11-25 16:22:30;2024-11-25 16:22:50;2024-11-25 16:22:47;2024-11-25 16:23:01;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2219;1;release a defined part on stopper 2;213;20;1;0;0;2024-11-26 08:33:14;2024-11-26 08:33:34;2024-11-26 08:38:43;2024-11-26 08:38:59;1;1;0;0;0;0;0;0;;0;0;1
2210;10;2220;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-26 08:59:32;2024-11-26 08:59:32;2024-11-26 09:02:27;2024-11-26 09:02:28;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2221;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-27 13:55:14;2024-11-27 13:55:14;2024-11-27 13:55:27;2024-11-27 13:55:27;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2222;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-27 13:55:26;2024-11-27 13:55:26;2024-11-27 14:12:41;2024-11-27 14:12:41;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2223;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-27 14:24:41;2024-11-27 14:24:41;2024-11-27 14:25:34;2024-11-27 14:25:34;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2224;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2024-11-27 14:31:25;2024-11-27 14:31:25;2024-11-27 14:32:23;2024-11-27 14:32:23;1;0;0;0;0;0;0;0;;0;0;1
210;10;2225;1;release a part on stopper 1;212;20;1;0;0;2024-11-27 14:37:57;2024-11-27 14:38:17;2024-11-27 14:39:18;2024-11-27 14:39:34;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2227;1;release a defined part on stopper 2;213;20;1;0;0;2024-12-05 09:53:26;2024-12-05 09:53:46;2024-12-05 10:07:17;2024-12-05 10:07:31;1;1;0;0;0;0;0;0;;0;0;1
210;10;2228;1;release a part on stopper 1;212;20;1;0;0;2024-12-05 10:06:32;2024-12-05 10:06:52;2024-12-05 11:09:18;2024-12-05 11:09:34;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2229;1;release a defined part on stopper 2;213;20;1;0;0;2024-12-05 11:08:56;2024-12-05 11:09:16;2024-12-05 11:12:36;2024-12-05 11:12:49;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2236;1;release a defined part on stopper 2;213;20;1;0;0;2025-03-19 11:26:59;2025-03-19 11:27:19;2025-03-19 11:27:13;2025-03-19 11:27:30;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2238;1;release a defined part on stopper 2;213;20;1;0;0;2025-03-19 11:41:46;2025-03-19 11:42:06;2025-03-19 11:42:49;2025-03-19 11:43:05;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2240;1;release a defined part on stopper 2;213;20;1;0;0;2025-03-19 11:49:30;2025-03-19 11:49:50;2025-03-19 11:50:08;2025-03-19 11:50:24;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2245;1;release a defined part on stopper 2;213;20;1;0;25;2025-03-19 13:13:05;2025-03-19 13:13:25;2025-03-19 13:15:15;2025-03-19 13:15:31;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2248;1;release a defined part on stopper 2;213;20;1;0;0;2025-03-19 13:47:43;2025-03-19 13:48:03;2025-03-19 13:48:31;2025-03-19 13:48:47;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2250;1;release a defined part on stopper 2;213;20;1;0;25;2025-03-19 14:43:54;2025-03-19 14:44:14;2025-03-19 14:47:56;2025-03-19 14:48:12;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2251;1;release a defined part on stopper 2;213;20;1;0;25;2025-03-19 14:53:30;2025-03-19 14:53:50;2025-03-19 14:54:37;2025-03-19 14:54:51;1;1;0;0;0;0;0;0;;0;0;1
9006;10;2255;1;release a part on stopper 1;212;20;1;0;0;2025-03-19 15:20:17;2025-03-19 15:20:37;2025-03-19 15:20:55;2025-03-19 15:21:11;1;1;0;0;0;0;0;0;;0;0;1
9001;10;2256;1;release a defined part on stopper 2;213;20;1;0;25;2025-03-19 15:20:37;2025-03-19 15:20:57;2025-03-19 15:24:51;2025-03-19 15:25:07;1;1;0;0;0;0;0;0;;0;0;1
2310;10;2259;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-20 13:16:10;2025-03-20 13:16:10;2025-03-20 13:16:42;2025-03-20 13:16:42;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2261;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:34:46;2025-03-21 11:34:46;2025-03-21 11:35:00;2025-03-21 11:35:00;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;2;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;3;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;4;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;5;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;6;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;7;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
2210;10;2262;8;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 11:52:33;2025-03-21 11:52:33;2025-03-21 11:53:11;2025-03-21 11:53:11;1;0;0;0;0;0;0;0;;0;0;1
9008;10;2264;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 14:41:23;2025-03-21 14:41:23;2025-03-21 14:42:24;2025-03-21 14:42:24;1;0;0;0;0;0;0;0;;0;0;1
9008;10;2264;2;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-21 14:41:23;2025-03-21 14:41:23;2025-03-21 14:42:24;2025-03-21 14:42:24;1;0;0;0;0;0;0;0;;0;0;1
9008;10;2266;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-26 10:47:55;2025-03-26 10:47:55;2025-03-26 10:48:34;2025-03-26 10:48:34;1;0;0;0;0;0;0;0;;0;0;1
9008;10;2267;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-26 11:08:22;2025-03-26 11:08:22;2025-03-26 11:27:11;2025-03-26 11:27:11;1;0;0;0;0;0;0;0;;0;0;1
9008;10;2268;1;search for a box that have this part and book the order in this box position;1040;20;1;0;0;2025-03-26 11:27:10;2025-03-26 11:27:10;2025-03-26 11:35:43;2025-03-26 11:35:43;1;0;0;0;0;0;0;0;;0;0;1
9001;10;2290;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 09:07:35;2025-11-17 09:07:55;2025-11-17 09:38:43;2025-11-17 09:36:10;1;1;0;0;0;0;0;0;;0;0;1
2000;10;2291;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-17 09:13:35;2025-11-17 09:13:55;2025-11-17 09:49:24;NULL;1;1;0;0;0;0;0;0;;0;0;1
2000;10;2292;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-17 09:48:53;2025-11-17 09:49:13;2025-11-17 09:58:35;2025-11-17 09:59:58;1;1;0;0;0;0;0;0;;0;1;1
1214;10;2294;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-17 09:47:13;2025-11-17 09:47:33;2025-11-17 10:09:44;2025-11-17 10:09:51;1;1;0;0;0;0;0;0;;0;1;1
200;10;2296;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-17 10:12:24;2025-11-17 10:12:44;2025-11-17 10:36:06;2025-11-17 10:36:19;1;1;0;0;0;0;0;0;;0;1;1
9012;10;2298;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 11:20:09;2025-11-17 11:20:29;2025-11-17 11:29:41;2025-11-17 11:29:55;1;1;0;0;0;0;0;0;;0;1;1
9012;10;2299;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 11:22:32;2025-11-17 11:22:52;2025-11-17 11:31:36;2025-11-17 11:31:46;1;1;0;0;0;0;0;0;;0;1;1
9012;10;2300;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 11:30:36;2025-11-17 11:30:56;2025-11-17 11:32:34;2025-11-17 11:32:50;1;1;0;0;0;0;0;0;;0;0;1
9012;10;2301;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 11:32:22;2025-11-17 11:32:42;2025-11-17 11:39:21;2025-11-17 11:39:38;1;1;0;0;0;0;0;0;;0;0;1
9012;10;2305;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 11:55:29;2025-11-17 11:55:49;2025-11-17 11:57:07;2025-11-17 11:57:24;1;1;0;0;0;0;0;0;;0;0;1
9012;10;2307;1;release a defined part on stopper 2;213;20;1;0;25;2025-11-17 12:01:38;2025-11-17 12:01:58;2025-11-17 12:02:36;2025-11-17 12:02:49;1;1;0;0;0;0;0;0;;0;0;1
210;10;2309;1;release a part on stopper 1;212;20;1;0;0;2025-11-24 08:34:50;2025-11-24 08:35:10;2025-11-24 08:39:51;2025-11-24 08:40:07;1;1;0;0;0;0;0;0;;0;0;1
1214;10;2313;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-24 08:58:15;2025-11-24 08:58:35;2025-11-24 09:20:13;2025-11-24 09:20:18;1;1;0;0;0;0;0;0;;0;1;1
9005;10;2315;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-24 09:21:12;2025-11-24 09:21:32;2025-11-24 09:26:07;2025-11-24 09:26:22;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2325;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-24 10:09:05;2025-11-24 10:09:25;2025-11-24 10:10:08;2025-11-24 10:10:25;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2327;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-24 10:16:46;2025-11-24 10:17:06;2025-11-24 10:26:20;2025-11-24 10:26:37;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2327;2;release a defined part on stopper 2;213;20;1;0;0;2025-11-24 10:17:06;2025-11-24 10:17:26;2025-11-24 10:26:39;2025-11-24 10:26:58;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2328;1;release a defined part on stopper 2;213;20;1;0;0;2025-11-25 16:03:44;2025-11-25 16:04:04;2025-11-25 16:05:18;2025-11-25 16:05:34;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2328;2;release a defined part on stopper 2;213;20;1;0;0;2025-11-25 16:04:04;2025-11-25 16:04:24;2025-11-25 16:08:29;2025-11-25 16:08:43;1;1;0;0;0;0;0;0;;0;0;1
9005;10;2328;3;release a defined part on stopper 2;213;20;1;0;0;2025-11-25 16:04:24;2025-11-25 16:04:44;2025-11-25 16:09:26;2025-11-25 16:09:39;1;1;0;0;0;0;0;0;;0;0;1
1;20;2007;1;Select Empty Box;1101;30;0;0;0;2023-10-09 16:56:07;2023-10-09 16:56:07;2023-10-09 16:56:40;2023-10-09 16:56:40;1;0;0;0;0;0;0;0;SELECT IF(#Parameter3>0, 1, 0) as ReturnValue;0;0;1
11;20;2007;101;place part from carrier to box;310;0;0;0;0;2023-10-09 16:56:28;2023-10-09 16:56:38;2023-10-09 16:58:42;2023-10-09 16:58:49;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
1;20;2044;1;Select Empty Box;1101;30;0;0;0;2023-10-10 17:58:27;2023-10-10 17:58:27;2023-10-10 17:58:35;2023-10-10 17:58:35;1;0;0;0;0;0;0;0;SELECT IF(#Parameter3>0, 1, 0) as ReturnValue;0;0;1
1;20;2046;1;Select parts to remove for Operation 310;1104;30;0;0;0;2023-10-10 18:25:52;2023-10-10 18:25:52;2023-10-10 18:26:03;2023-10-10 18:26:03;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
9;20;2046;101;place part from carrier to box;310;0;0;0;0;2023-10-10 18:26:13;2023-10-10 18:26:23;2023-10-10 18:28:24;2023-10-10 18:28:29;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
9;20;2046;102;place part from carrier to box;310;0;0;0;0;2023-10-10 18:26:33;2023-10-10 18:26:43;2023-10-10 18:29:10;2023-10-10 18:29:15;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
9;20;2046;103;place part from carrier to box;310;0;0;0;0;2023-10-10 18:26:53;2023-10-10 18:27:03;2023-10-10 18:29:45;2023-10-10 18:29:50;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
6002;20;2047;1;manual boxing;502;0;0;0;0;2023-10-12 09:03:01;2023-10-12 09:03:05;2023-10-12 09:04:10;2023-10-12 09:04:11;1;11;0;0;0;0;0;0;;0;0;1
3;20;2050;1;Select parts to remove for Operation 310;1104;0;0;0;0;2023-10-12 11:02:33;2023-10-12 11:02:33;2023-10-12 11:02:47;2023-10-12 11:02:47;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
3;20;2051;1;Select parts to remove for Operation 310;1104;0;0;0;0;2023-10-12 11:03:17;2023-10-12 11:03:17;2023-10-12 11:03:28;2023-10-12 11:03:28;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
3;20;2052;1;Select parts to remove for Operation 310;1104;30;0;0;0;2023-10-12 11:03:32;2023-10-12 11:03:32;2023-10-12 11:03:41;2023-10-12 11:03:41;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
5000;20;2074;1;place part from box to carrier;311;30;0;0;0;2023-10-16 15:20:27;2023-10-16 15:20:37;2023-10-16 16:40:30;2023-10-16 16:41:02;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2074;2;place part from box to carrier;311;30;0;0;0;2023-10-16 15:20:47;2023-10-16 15:20:57;2023-10-16 16:39:28;2023-10-16 16:39:48;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2074;3;place part from box to carrier;311;30;0;0;0;2023-10-16 15:21:07;2023-10-16 15:21:17;2023-10-16 16:36:53;2023-10-16 16:38:42;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
2;20;2076;1;Select parts to send in for Operation 311;1105;30;0;0;0;2023-10-16 16:07:43;2023-10-16 16:07:43;2023-10-16 16:18:08;2023-10-16 16:18:08;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
5000;20;2077;1;place part from box to carrier;311;30;0;0;0;2023-10-16 16:18:26;2023-10-16 16:18:36;2023-10-16 16:49:30;2023-10-16 16:51:39;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2077;2;place part from box to carrier;311;30;0;0;0;2023-10-16 16:18:46;2023-10-16 16:18:56;2023-10-16 17:00:40;2023-10-16 17:01:00;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2077;3;place part from box to carrier;311;30;0;0;0;2023-10-16 16:19:06;2023-10-16 16:19:16;2023-10-16 16:52:17;2023-10-16 16:52:36;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
2;20;2078;1;Select parts to send in for Operation 311;1105;30;0;0;0;2023-10-16 16:44:40;2023-10-16 16:44:40;2023-10-16 16:44:54;2023-10-16 16:44:54;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
5000;20;2079;1;place part from box to carrier;311;30;0;0;0;2023-10-16 16:54:42;2023-10-16 16:54:52;2023-10-16 17:08:17;2023-10-16 17:09:26;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2079;2;place part from box to carrier;311;30;0;0;0;2023-10-16 16:55:02;2023-10-16 16:55:12;2023-10-16 17:10:04;2023-10-16 17:10:25;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2079;3;place part from box to carrier;311;30;0;0;0;2023-10-16 16:55:22;2023-10-16 16:55:32;2023-10-16 17:09:37;2023-10-16 17:09:56;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
2;20;2080;1;Select parts to send in for Operation 311;1105;30;0;0;0;2023-10-16 17:02:41;2023-10-16 17:02:41;2023-10-16 17:02:56;2023-10-16 17:02:56;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
6000;20;2082;1;Manual unboxing;503;30;0;0;0;2023-10-16 17:17:54;2023-10-16 17:18:04;2023-10-16 17:24:30;2023-10-16 17:24:31;1;11;0;0;0;0;0;0;;0;0;1
5000;20;2083;1;place part from box to carrier;311;30;0;0;0;2023-10-16 17:25:09;2023-10-16 17:25:19;2023-10-16 17:39:03;2023-10-16 17:39:23;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2083;2;place part from box to carrier;311;30;0;0;0;2023-10-16 17:25:29;2023-10-16 17:25:39;2023-10-16 17:40:47;2023-10-16 17:41:22;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2083;3;place part from box to carrier;311;30;0;0;0;2023-10-16 17:25:49;2023-10-16 17:25:59;2023-10-16 17:39:38;2023-10-16 17:39:57;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2083;4;place part from box to carrier;311;30;0;0;0;2023-10-16 17:26:09;2023-10-16 17:26:19;2023-10-16 17:40:06;2023-10-16 17:40:26;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
2;20;2084;1;Select parts to send in for Operation 311;1105;30;0;0;0;2023-10-16 17:26:09;2023-10-16 17:26:09;2023-10-16 17:26:10;2023-10-16 17:26:10;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
5000;20;2085;1;place part from box to carrier;311;30;0;0;0;2023-10-16 17:43:36;2023-10-16 17:43:46;2023-10-16 17:54:42;2023-10-16 17:55:09;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2085;2;place part from box to carrier;311;30;0;0;0;2023-10-16 17:43:56;2023-10-16 17:44:06;2023-10-16 17:54:12;2023-10-16 17:54:39;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2085;3;place part from box to carrier;311;30;0;0;0;2023-10-16 17:44:16;2023-10-16 17:44:26;2023-10-16 17:55:41;2023-10-16 17:56:07;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5000;20;2085;4;place part from box to carrier;311;30;0;0;0;2023-10-16 17:44:36;2023-10-16 17:44:46;2023-10-16 17:55:12;2023-10-16 17:55:39;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
2;20;2086;1;Select parts to send in for Operation 311;1105;30;0;0;0;2023-10-16 17:44:36;2023-10-16 17:44:36;2023-10-16 17:44:37;2023-10-16 17:44:37;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
5001;20;2087;1;place part from carrier to box;310;0;0;0;0;2023-10-16 17:58:04;2023-10-16 17:58:14;2023-10-16 18:02:12;2023-10-16 18:02:39;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5001;20;2087;2;place part from carrier to box;310;0;0;0;0;2023-10-16 17:58:24;2023-10-16 17:58:34;2023-10-16 18:02:42;2023-10-16 18:03:08;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5001;20;2087;3;place part from carrier to box;310;0;0;0;0;2023-10-16 17:58:44;2023-10-16 17:58:54;2023-10-16 18:00:56;2023-10-16 18:01:22;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
5001;20;2087;4;place part from carrier to box;310;0;0;0;0;2023-10-16 17:59:04;2023-10-16 17:59:14;2023-10-16 18:01:25;2023-10-16 18:01:51;1;8;0;0;0;0;0;0;http://172.21.0.90/I4.0/mes4/EN/mes4.php?content=manual&OpNo=510&Workpiece=#Parameter7&Action=#Parameter8&text=;0;0;1
3;20;2088;1;Select parts to remove for Operation 310;1104;30;0;0;0;2023-10-16 17:59:04;2023-10-16 17:59:04;2023-10-16 17:59:05;2023-10-16 17:59:05;1;0;0;0;0;0;0;0;SELECT IF(1=1, 1, 0) as ReturnValue;0;0;1
