WPNo;StepNo;ONo;OPos;ParameterNo;Parameter;ParameterType
10;10;2120;102;2;109;2
10;10;2120;103;1;28;1
10;10;2120;103;2;110;2
2000;10;2121;1;1;10;4
2000;10;2121;1;2;91;1
2000;10;2121;1;3;109;2
2000;10;2121;2;1;11;4
2000;10;2121;2;2;91;1
2000;10;2121;2;3;109;2
2;10;2122;1;1;0;4
2;10;2122;1;2;1;4
10;10;2122;101;1;28;1
10;10;2122;101;2;112;2
10;10;2122;102;1;28;1
10;10;2122;102;2;112;2
3;10;2123;1;1;0;4
3;10;2123;1;2;2;4
6003;10;2124;1;1;120;2
6003;10;2124;1;2;120;2
6003;10;2124;1;3;120;2
6003;10;2124;1;4;120;2
6003;10;2124;1;5;120;2
6003;10;2124;1;6;120;2
6003;10;2124;1;7;120;2
6003;10;2124;1;8;120;2
10;10;2124;101;1;28;1
10;10;2124;101;2;120;2
10;10;2124;102;1;28;1
10;10;2124;102;2;120;2
10;10;2124;103;1;28;1
10;10;2124;103;2;120;2
10;10;2124;104;1;28;1
10;10;2124;104;2;120;2
10;10;2124;105;1;28;1
10;10;2124;105;2;120;2
10;10;2124;106;1;28;1
10;10;2124;106;2;120;2
10;10;2124;107;1;28;1
10;10;2124;107;2;120;2
10;10;2124;108;1;28;1
10;10;2124;108;2;120;2
4;10;2126;1;1;27;1
4;10;2126;1;2;0;2
4;10;2126;1;3;3;4
4;10;2126;1;4;9;1
3;10;2131;1;1;0;4
3;10;2131;1;2;2;4
214;10;2137;1;1;1;4
214;10;2137;1;2;91;1
214;10;2137;1;3;110;1
214;10;2137;2;1;2;4
214;10;2137;2;2;91;1
214;10;2137;2;3;110;1
214;10;2137;3;1;3;4
214;10;2137;3;2;91;1
214;10;2137;3;3;110;1
214;10;2138;1;1;9;4
214;10;2138;1;2;91;1
214;10;2138;1;3;110;1
214;10;2138;2;1;0;4
214;10;2138;2;2;91;1
214;10;2138;2;3;110;1
214;10;2147;1;1;0;4
214;10;2147;1;2;91;1
214;10;2147;1;3;110;1
1214;10;2147;2;1;1;4
1214;10;2147;2;2;91;1
1214;10;2147;2;3;214;1
2000;10;2147;3;1;0;4
2000;10;2147;3;2;91;1
2000;10;2147;3;3;510;2
2000;10;2147;4;1;0;4
2000;10;2147;4;2;91;1
2000;10;2147;4;3;510;2
2000;10;2147;5;1;0;4
2000;10;2147;5;2;91;1
2000;10;2147;5;3;510;2
2000;10;2154;1;1;1;4
2000;10;2154;1;2;91;1
2000;10;2154;1;3;110;2
2000;10;2156;1;1;1;4
2000;10;2156;1;2;91;1
2000;10;2156;1;3;110;2
2000;10;2156;2;1;2;4
2000;10;2156;2;2;91;1
2000;10;2156;2;3;110;2
2000;10;2156;3;1;3;4
2000;10;2156;3;2;91;1
2000;10;2156;3;3;110;2
2000;10;2156;4;1;4;4
2000;10;2156;4;2;91;1
2000;10;2156;4;3;110;2
2000;10;2156;5;1;5;4
2000;10;2156;5;2;91;1
2000;10;2156;5;3;110;2
2000;10;2156;6;1;6;4
2000;10;2156;6;2;91;1
2000;10;2156;6;3;110;2
2000;10;2156;7;1;7;4
2000;10;2156;7;2;91;1
2000;10;2156;7;3;110;2
2000;10;2156;8;1;8;4
2000;10;2156;8;2;91;1
2000;10;2156;8;3;110;2
2000;10;2156;9;1;9;4
2000;10;2156;9;2;91;1
2000;10;2156;9;3;110;2
2000;10;2156;10;1;10;4
2000;10;2156;10;2;91;1
2000;10;2156;10;3;110;2
2000;10;2156;11;1;11;4
2000;10;2156;11;2;91;1
2000;10;2156;11;3;110;2
2000;10;2156;12;1;12;4
2000;10;2156;12;2;91;1
2000;10;2156;12;3;110;2
2000;10;2156;13;1;13;4
2000;10;2156;13;2;91;1
2000;10;2156;13;3;110;2
2000;10;2156;14;1;14;4
2000;10;2156;14;2;91;1
2000;10;2156;14;3;110;2
2000;10;2156;15;1;15;4
2000;10;2156;15;2;91;1
2000;10;2156;15;3;110;2
2000;10;2156;16;1;16;4
2000;10;2156;16;2;91;1
2000;10;2156;16;3;110;2
2000;10;2156;17;1;17;4
2000;10;2156;17;2;91;1
2000;10;2156;17;3;110;2
2000;10;2156;18;1;18;4
2000;10;2156;18;2;91;1
2000;10;2156;18;3;110;2
2000;10;2156;19;1;19;4
2000;10;2156;19;2;91;1
2000;10;2156;19;3;110;2
2000;10;2156;20;1;20;4
2000;10;2156;20;2;91;1
2000;10;2156;20;3;110;2
2000;10;2156;21;1;21;4
2000;10;2156;21;2;91;1
2000;10;2156;21;3;110;2
2000;10;2156;22;1;22;4
2000;10;2156;22;2;91;1
2000;10;2156;22;3;110;2
2000;10;2156;23;1;23;4
2000;10;2156;23;2;91;1
2000;10;2156;23;3;110;2
2000;10;2156;24;1;24;4
2000;10;2156;24;2;91;1
2000;10;2156;24;3;110;2
2000;10;2156;25;1;25;4
2000;10;2156;25;2;91;1
2000;10;2156;25;3;110;2
2000;10;2156;26;1;26;4
2000;10;2156;26;2;91;1
2000;10;2156;26;3;110;2
2000;10;2156;27;1;27;4
2000;10;2156;27;2;91;1
2000;10;2156;27;3;110;2
2000;10;2156;28;1;28;4
2000;10;2156;28;2;91;1
2000;10;2156;28;3;110;2
2000;10;2156;29;1;29;4
2000;10;2156;29;2;91;1
2000;10;2156;29;3;110;2
2000;10;2156;30;1;30;4
2000;10;2156;30;2;91;1
2000;10;2156;30;3;110;2
2000;10;2156;31;1;31;4
2000;10;2156;31;2;91;1
2000;10;2156;31;3;110;2
2000;10;2156;32;1;32;4
2000;10;2156;32;2;91;1
2000;10;2156;32;3;110;2
2000;10;2157;1;1;1;4
2000;10;2157;1;2;91;1
2000;10;2157;1;3;110;2
2000;10;2157;2;1;2;4
2000;10;2157;2;2;91;1
2000;10;2157;2;3;110;2
2000;10;2157;3;1;3;4
2000;10;2157;3;2;91;1
2000;10;2157;3;3;110;2
2000;10;2157;4;1;4;4
2000;10;2157;4;2;91;1
2000;10;2157;4;3;110;2
2000;10;2157;5;1;5;4
2000;10;2157;5;2;91;1
2000;10;2157;5;3;110;2
2000;10;2157;6;1;6;4
2000;10;2157;6;2;91;1
2000;10;2157;6;3;110;2
2000;10;2157;7;1;7;4
2000;10;2157;7;2;91;1
2000;10;2157;7;3;110;2
2000;10;2157;8;1;8;4
2000;10;2157;8;2;91;1
2000;10;2157;8;3;110;2
2000;10;2157;9;1;9;4
2000;10;2157;9;2;91;1
2000;10;2157;9;3;110;2
2000;10;2157;10;1;10;4
2000;10;2157;10;2;91;1
2000;10;2157;10;3;110;2
2000;10;2157;11;1;11;4
2000;10;2157;11;2;91;1
2000;10;2157;11;3;110;2
2000;10;2157;12;1;12;4
2000;10;2157;12;2;91;1
2000;10;2157;12;3;110;2
2000;10;2157;13;1;13;4
2000;10;2157;13;2;91;1
2000;10;2157;13;3;110;2
2000;10;2157;14;1;14;4
2000;10;2157;14;2;91;1
2000;10;2157;14;3;110;2
2000;10;2157;15;1;15;4
2000;10;2157;15;2;91;1
2000;10;2157;15;3;110;2
2000;10;2157;16;1;16;4
2000;10;2157;16;2;91;1
2000;10;2157;16;3;110;2
2000;10;2157;17;1;17;4
2000;10;2157;17;2;91;1
2000;10;2157;17;3;110;2
2000;10;2157;18;1;18;4
2000;10;2157;18;2;91;1
2000;10;2157;18;3;110;2
2000;10;2157;19;1;19;4
2000;10;2157;19;2;91;1
2000;10;2157;19;3;110;2
2000;10;2157;20;1;20;4
2000;10;2157;20;2;91;1
2000;10;2157;20;3;110;2
2000;10;2157;21;1;21;4
2000;10;2157;21;2;91;1
2000;10;2157;21;3;110;2
2000;10;2157;22;1;22;4
2000;10;2157;22;2;91;1
2000;10;2157;22;3;110;2
2000;10;2157;23;1;23;4
2000;10;2157;23;2;91;1
2000;10;2157;23;3;110;2
2000;10;2157;24;1;24;4
2000;10;2157;24;2;91;1
2000;10;2157;24;3;110;2
2000;10;2157;25;1;25;4
2000;10;2157;25;2;91;1
2000;10;2157;25;3;110;2
2000;10;2157;26;1;26;4
2000;10;2157;26;2;91;1
2000;10;2157;26;3;110;2
2000;10;2157;27;1;27;4
2000;10;2157;27;2;91;1
2000;10;2157;27;3;110;2
2000;10;2157;28;1;28;4
2000;10;2157;28;2;91;1
2000;10;2157;28;3;110;2
2000;10;2157;29;1;29;4
2000;10;2157;29;2;91;1
2000;10;2157;29;3;110;2
2000;10;2157;30;1;30;4
2000;10;2157;30;2;91;1
2000;10;2157;30;3;110;2
2000;10;2157;31;1;31;4
2000;10;2157;31;2;91;1
2000;10;2157;31;3;110;2
2000;10;2157;32;1;32;4
2000;10;2157;32;2;91;1
2000;10;2157;32;3;110;2
2210;10;2161;1;1;8;1
2210;10;2161;1;2;1;1
2210;10;2161;1;3;210;3
2210;10;2161;1;4;28;1
2210;10;2161;2;1;8;1
2210;10;2161;2;2;1;1
2210;10;2161;2;3;210;3
2210;10;2161;2;4;28;1
210;10;2162;1;1;5;4
210;10;2162;1;2;91;1
210;10;2162;1;3;25;1
214;10;2162;2;1;1;4
214;10;2162;2;2;91;1
214;10;2162;2;3;210;1
1200;10;2163;1;1;1;4
1200;10;2163;1;2;91;1
1200;10;2163;1;3;210;2
2300;10;2165;1;1;8;1
2300;10;2165;1;2;1;1
2300;10;2165;1;3;0;1
2300;10;2165;1;4;28;1
2300;10;2165;2;1;8;1
2300;10;2165;2;2;1;1
2300;10;2165;2;3;0;1
2300;10;2165;2;4;28;1
9000;10;2166;1;1;2;2
9000;10;2166;1;2;20042;2
9000;10;2166;1;3;M;2
9000;10;2166;1;4;10;2
9000;10;2166;1;5;1;2
9000;10;2166;1;6;GGB;2
9000;10;2166;1;7;NSB;2
9000;10;2166;1;8;0;2
9000;10;2168;1;1;0;2
9000;10;2168;1;2;20047;2
9000;10;2168;1;3;M;2
9000;10;2168;1;4;5;2
9000;10;2168;1;5;1;2
9000;10;2168;1;6;Festo Energy Monitoring;2
9000;10;2168;1;7;NSB;2
9000;10;2168;1;8;0;2
9000;10;2169;1;1;0;2
9000;10;2169;1;2;20043;2
9000;10;2169;1;3;M;2
9000;10;2169;1;4;5;2
9000;10;2169;1;5;1;2
9000;10;2169;1;6;Festo Energy Monitoring;2
9000;10;2169;1;7;NSB;2
9000;10;2169;1;8;0;2
210;10;2170;1;1;1;4
210;10;2170;1;2;91;1
210;10;2170;1;3;25;1
210;10;2171;1;1;3;4
210;10;2171;1;2;90;1
210;10;2171;1;3;25;2
210;10;2173;1;1;5;4
210;10;2173;1;2;90;1
210;10;2173;1;3;25;2
210;10;2175;1;1;5;4
210;10;2175;1;2;90;1
210;10;2175;1;3;25;2
210;10;2175;2;1;6;4
210;10;2175;2;2;90;1
210;10;2175;2;3;25;2
1214;10;2176;1;1;1;4
1214;10;2176;1;2;91;1
1214;10;2176;1;3;210;1
1214;10;2176;2;1;2;4
1214;10;2176;2;2;91;1
1214;10;2176;2;3;210;1
200;10;2177;1;1;7;4
200;10;2177;1;2;91;1
200;10;2177;1;3;25;1
200;10;2177;2;1;8;4
200;10;2177;2;2;91;1
200;10;2177;2;3;25;1
200;10;2177;3;1;9;4
200;10;2177;3;2;91;1
200;10;2177;3;3;25;1
2000;10;2178;1;1;9;4
2000;10;2178;1;2;91;1
2000;10;2178;1;3;310;2
2000;10;2178;2;1;8;4
2000;10;2178;2;2;91;1
2000;10;2178;2;3;410;2
2000;10;2178;3;1;7;4
2000;10;2178;3;2;91;1
2000;10;2178;3;3;510;2
210;10;2179;1;1;11;4
210;10;2179;1;2;90;1
210;10;2179;1;3;25;2
200;10;2180;1;1;10;4
200;10;2180;1;2;91;1
200;10;2180;1;3;25;1
1214;10;2181;1;1;3;4
1214;10;2181;1;2;91;1
1214;10;2181;1;3;210;1
2000;10;2182;1;1;4;4
2000;10;2182;1;2;91;1
2000;10;2182;1;3;210;2
2300;10;2183;1;1;8;1
2300;10;2183;1;2;1;1
2300;10;2183;1;3;0;1
2300;10;2183;1;4;28;1
2300;10;2183;2;1;8;1
2300;10;2183;2;2;1;1
2300;10;2183;2;3;0;1
2300;10;2183;2;4;28;1
2300;10;2183;3;1;8;1
2300;10;2183;3;2;1;1
2300;10;2183;3;3;0;1
2300;10;2183;3;4;28;1
2300;10;2184;1;1;8;1
2300;10;2184;1;2;1;1
2300;10;2184;1;3;0;1
2300;10;2184;1;4;28;1
2300;10;2185;1;1;8;1
2300;10;2185;1;2;1;1
2300;10;2185;1;3;0;1
2300;10;2185;1;4;28;1
2300;10;2186;1;1;8;1
2300;10;2186;1;2;1;1
2300;10;2186;1;3;0;1
2300;10;2186;1;4;28;1
2201;10;2187;1;1;8;1
2201;10;2187;1;2;1;1
2201;10;2187;1;3;1214;2
2201;10;2187;1;4;28;1
2201;10;2187;2;1;8;1
2201;10;2187;2;2;1;1
2201;10;2187;2;3;1214;2
2201;10;2187;2;4;28;1
210;10;2188;1;1;1;4
210;10;2188;1;2;90;1
210;10;2188;1;3;25;2
210;10;2188;2;1;2;4
210;10;2188;2;2;90;1
210;10;2188;2;3;25;2
200;10;2189;1;1;3;4
200;10;2189;1;2;91;1
200;10;2189;1;3;25;1
200;10;2189;2;1;4;4
200;10;2189;2;2;91;1
200;10;2189;2;3;25;1
200;10;2189;3;1;5;4
200;10;2189;3;2;91;1
200;10;2189;3;3;25;1
2200;10;2191;1;1;8;1
2200;10;2191;1;2;1;1
2200;10;2191;1;3;0;1
2200;10;2191;1;4;28;1
2210;10;2192;1;1;8;1
2210;10;2192;1;2;1;1
2210;10;2192;1;3;210;3
2210;10;2192;1;4;28;1
2210;10;2192;2;1;8;1
2210;10;2192;2;2;1;1
2210;10;2192;2;3;310;3
2210;10;2192;2;4;28;1
2210;10;2192;3;1;8;1
2210;10;2192;3;2;1;1
2210;10;2192;3;3;410;3
2210;10;2192;3;4;28;1
2210;10;2192;4;1;8;1
2210;10;2192;4;2;1;1
2210;10;2192;4;3;510;3
2210;10;2192;4;4;28;1
2200;10;2193;1;1;8;1
2200;10;2193;1;2;1;1
2200;10;2193;1;3;0;1
2200;10;2193;1;4;28;1
2200;10;2193;2;1;8;1
2200;10;2193;2;2;1;1
2200;10;2193;2;3;0;1
2200;10;2193;2;4;28;1
2200;10;2193;3;1;8;1
2200;10;2193;3;2;1;1
2200;10;2193;3;3;0;1
2200;10;2193;3;4;28;1
2200;10;2193;4;1;8;1
2200;10;2193;4;2;1;1
2200;10;2193;4;3;0;1
2200;10;2193;4;4;28;1
2210;10;2194;1;1;8;1
2210;10;2194;1;2;1;1
2210;10;2194;1;3;410;3
2210;10;2194;1;4;28;1
2200;10;2196;1;1;8;1
2200;10;2196;1;2;1;1
2200;10;2196;1;3;0;1
2200;10;2196;1;4;28;1
2000;10;2197;1;1;1;4
2000;10;2197;1;2;91;1
2000;10;2197;1;3;210;2
2000;10;2197;2;1;5;4
2000;10;2197;2;2;91;1
2000;10;2197;2;3;310;2
2000;10;2197;3;1;4;4
2000;10;2197;3;2;91;1
2000;10;2197;3;3;410;2
2000;10;2197;4;1;3;4
2000;10;2197;4;2;91;1
2000;10;2197;4;3;510;2
2300;10;2198;1;1;1;4
2300;10;2198;1;2;90;1
2300;10;2198;1;3;2000;2
2310;10;2199;1;1;8;1
2310;10;2199;1;2;1;1
2310;10;2199;1;3;0;1
2310;10;2199;1;4;28;1
2310;10;2199;2;1;8;1
2310;10;2199;2;2;1;1
2310;10;2199;2;3;0;1
2310;10;2199;2;4;28;1
2310;10;2199;3;1;8;1
2310;10;2199;3;2;1;1
2310;10;2199;3;3;0;1
2310;10;2199;3;4;28;1
2310;10;2199;4;1;8;1
2310;10;2199;4;2;1;1
2310;10;2199;4;3;0;1
2310;10;2199;4;4;28;1
2320;10;2200;1;1;8;1
2320;10;2200;1;2;1;1
2320;10;2200;1;3;1214;2
2320;10;2200;1;4;28;1
2200;10;2201;1;1;8;1
2200;10;2201;1;2;1;1
2200;10;2201;1;3;0;1
2200;10;2201;1;4;28;1
2200;10;2202;1;1;8;1
2200;10;2202;1;2;1;1
2200;10;2202;1;3;0;1
2200;10;2202;1;4;28;1
2200;10;2203;1;1;8;1
2200;10;2203;1;2;1;1
2200;10;2203;1;3;0;1
2200;10;2203;1;4;28;1
2200;10;2203;2;1;8;1
2200;10;2203;2;2;1;1
2200;10;2203;2;3;0;1
2200;10;2203;2;4;28;1
2210;10;2204;1;1;8;1
2210;10;2204;1;2;1;1
2210;10;2204;1;3;210;3
2210;10;2204;1;4;28;1
2210;10;2204;2;1;8;1
2210;10;2204;2;2;1;1
2210;10;2204;2;3;210;3
2210;10;2204;2;4;28;1
2210;10;2204;3;1;8;1
2210;10;2204;3;2;1;1
2210;10;2204;3;3;210;3
2210;10;2204;3;4;28;1
2210;10;2204;4;1;8;1
2210;10;2204;4;2;1;1
2210;10;2204;4;3;210;3
2210;10;2204;4;4;28;1
2210;10;2204;5;1;8;1
2210;10;2204;5;2;1;1
2210;10;2204;5;3;210;3
2210;10;2204;5;4;28;1
2210;10;2204;6;1;8;1
2210;10;2204;6;2;1;1
2210;10;2204;6;3;210;3
2210;10;2204;6;4;28;1
1214;10;2207;1;1;1;4
1214;10;2207;1;2;91;1
1214;10;2207;1;3;210;1
1214;10;2207;2;1;1;4
1214;10;2207;2;2;91;1
1214;10;2207;2;3;210;1
1214;10;2207;3;1;1;4
1214;10;2207;3;2;91;1
1214;10;2207;3;3;210;1
1214;10;2207;4;1;1;4
1214;10;2207;4;2;91;1
1214;10;2207;4;3;210;1
1214;10;2207;5;1;6;4
1214;10;2207;5;2;91;1
1214;10;2207;5;3;210;1
1214;10;2207;6;1;6;4
1214;10;2207;6;2;91;1
1214;10;2207;6;3;210;1
1214;10;2207;7;1;12;4
1214;10;2207;7;2;91;1
1214;10;2207;7;3;210;1
1214;10;2207;8;1;12;4
1214;10;2207;8;2;91;1
1214;10;2207;8;3;210;1
2200;10;2210;1;1;8;1
2200;10;2210;1;2;1;1
2200;10;2210;1;3;0;1
2200;10;2210;1;4;28;1
2200;10;2210;2;1;8;1
2200;10;2210;2;2;1;1
2200;10;2210;2;3;0;1
2200;10;2210;2;4;28;1
2210;10;2211;1;1;8;1
2210;10;2211;1;2;1;1
2210;10;2211;1;3;210;3
2210;10;2211;1;4;28;1
2210;10;2211;2;1;8;1
2210;10;2211;2;2;1;1
2210;10;2211;2;3;210;3
2210;10;2211;2;4;28;1
2210;10;2211;3;1;8;1
2210;10;2211;3;2;1;1
2210;10;2211;3;3;210;3
2210;10;2211;3;4;28;1
2200;10;2212;1;1;8;1
2200;10;2212;1;2;1;1
2200;10;2212;1;3;0;1
2200;10;2212;1;4;28;1
2000;10;2213;1;1;8;4
2000;10;2213;1;2;91;1
2000;10;2213;1;3;510;2
1214;10;2214;1;1;14;4
1214;10;2214;1;2;91;1
1214;10;2214;1;3;210;1
210;10;2216;1;1;17;4
210;10;2216;1;2;90;1
210;10;2216;1;3;25;2
210;10;2217;1;1;18;4
210;10;2217;1;2;90;1
210;10;2217;1;3;25;2
1214;10;2219;1;1;17;4
1214;10;2219;1;2;91;1
1214;10;2219;1;3;210;1
2210;10;2220;1;1;8;1
2210;10;2220;1;2;1;1
2210;10;2220;1;3;210;3
2210;10;2220;1;4;28;1
2210;10;2221;1;1;8;1
2210;10;2221;1;2;1;1
2210;10;2221;1;3;210;3
2210;10;2221;1;4;28;1
2210;10;2222;1;1;8;1
2210;10;2222;1;2;1;1
2210;10;2222;1;3;210;3
2210;10;2222;1;4;28;1
2210;10;2223;1;1;8;1
2210;10;2223;1;2;1;1
2210;10;2223;1;3;210;3
2210;10;2223;1;4;28;1
2210;10;2224;1;1;8;1
2210;10;2224;1;2;1;1
2210;10;2224;1;3;210;3
2210;10;2224;1;4;28;1
210;10;2225;1;1;5;4
210;10;2225;1;2;90;1
210;10;2225;1;3;25;2
1214;10;2227;1;1;2;4
1214;10;2227;1;2;91;1
1214;10;2227;1;3;210;1
210;10;2228;1;1;6;4
210;10;2228;1;2;90;1
210;10;2228;1;3;25;2
1214;10;2229;1;1;2;4
1214;10;2229;1;2;91;1
1214;10;2229;1;3;210;1
9001;10;2236;1;1;4;4
9001;10;2236;1;2;91;1
9001;10;2236;1;3;108;2
9001;10;2238;1;1;4;4
9001;10;2238;1;2;91;1
9001;10;2238;1;3;108;2
9001;10;2240;1;1;4;4
9001;10;2240;1;2;91;1
9001;10;2240;1;3;108;2
9001;10;2245;1;1;6;4
9001;10;2245;1;2;91;1
9001;10;2245;1;3;108;2
9005;10;2248;1;1;5;4
9005;10;2248;1;2;91;1
9005;10;2248;1;3;210;2
9001;10;2250;1;1;22;4
9001;10;2250;1;2;91;1
9001;10;2250;1;3;108;2
9001;10;2251;1;1;22;4
9001;10;2251;1;2;91;1
9001;10;2251;1;3;108;2
9006;10;2255;1;1;1;4
9006;10;2255;1;2;90;1
9006;10;2255;1;3;214;2
9001;10;2256;1;1;22;4
9001;10;2256;1;2;91;1
9001;10;2256;1;3;108;2
2310;10;2259;1;1;8;1
2310;10;2259;1;2;1;1
2310;10;2259;1;3;0;1
2310;10;2259;1;4;28;1
2210;10;2261;1;1;8;1
2210;10;2261;1;2;1;1
2210;10;2261;1;3;210;3
2210;10;2261;1;4;28;1
2210;10;2262;1;1;8;1
2210;10;2262;1;2;1;1
2210;10;2262;1;3;210;3
2210;10;2262;1;4;28;1
2210;10;2262;2;1;8;1
2210;10;2262;2;2;1;1
2210;10;2262;2;3;210;3
2210;10;2262;2;4;28;1
2210;10;2262;3;1;8;1
2210;10;2262;3;2;1;1
2210;10;2262;3;3;210;3
2210;10;2262;3;4;28;1
2210;10;2262;4;1;8;1
2210;10;2262;4;2;1;1
2210;10;2262;4;3;210;3
2210;10;2262;4;4;28;1
2210;10;2262;5;1;8;1
2210;10;2262;5;2;1;1
2210;10;2262;5;3;210;3
2210;10;2262;5;4;28;1
2210;10;2262;6;1;8;1
2210;10;2262;6;2;1;1
2210;10;2262;6;3;210;3
2210;10;2262;6;4;28;1
2210;10;2262;7;1;8;1
2210;10;2262;7;2;1;1
2210;10;2262;7;3;210;3
2210;10;2262;7;4;28;1
2210;10;2262;8;1;8;1
2210;10;2262;8;2;1;1
2210;10;2262;8;3;210;3
2210;10;2262;8;4;28;1
9008;10;2264;1;1;8;1
9008;10;2264;1;2;1;1
9008;10;2264;1;3;0;1
9008;10;2264;1;4;28;1
9008;10;2264;2;1;8;1
9008;10;2264;2;2;1;1
9008;10;2264;2;3;0;1
9008;10;2264;2;4;28;1
9008;10;2266;1;1;8;1
9008;10;2266;1;2;1;1
9008;10;2266;1;3;0;1
9008;10;2266;1;4;28;1
9008;10;2267;1;1;8;1
9008;10;2267;1;2;1;1
9008;10;2267;1;3;0;1
9008;10;2267;1;4;28;1
9008;10;2268;1;1;8;1
9008;10;2268;1;2;1;1
9008;10;2268;1;3;0;1
9008;10;2268;1;4;28;1
9001;10;2290;1;1;0;4
9001;10;2290;1;2;91;1
9001;10;2290;1;3;25;2
2000;10;2291;1;1;0;4
2000;10;2291;1;2;91;1
2000;10;2291;1;3;210;2
2000;10;2292;1;1;0;4
2000;10;2292;1;2;91;1
2000;10;2292;1;3;210;2
1214;10;2294;1;1;0;4
1214;10;2294;1;2;91;1
1214;10;2294;1;3;210;1
200;10;2296;1;1;9;4
200;10;2296;1;2;91;1
200;10;2296;1;3;25;1
9012;10;2298;1;1;9;4
9012;10;2298;1;2;91;1
9012;10;2298;1;3;25;2
9012;10;2299;1;1;10;4
9012;10;2299;1;2;91;1
9012;10;2299;1;3;25;2
9012;10;2300;1;1;11;4
9012;10;2300;1;2;91;1
9012;10;2300;1;3;25;2
9012;10;2301;1;1;12;4
9012;10;2301;1;2;91;1
9012;10;2301;1;3;25;2
9012;10;2305;1;1;10;4
9012;10;2305;1;2;91;1
9012;10;2305;1;3;25;2
9012;10;2307;1;1;3;4
9012;10;2307;1;2;91;1
9012;10;2307;1;3;25;2
210;10;2309;1;1;3;4
210;10;2309;1;2;90;1
210;10;2309;1;3;25;2
1214;10;2313;1;1;18;4
1214;10;2313;1;2;91;1
1214;10;2313;1;3;210;1
9005;10;2315;1;1;18;4
9005;10;2315;1;2;91;1
9005;10;2315;1;3;210;2
9005;10;2325;1;1;25;4
9005;10;2325;1;2;91;1
9005;10;2325;1;3;25;2
9005;10;2327;1;1;26;4
9005;10;2327;1;2;91;1
9005;10;2327;1;3;25;2
9005;10;2327;2;1;29;4
9005;10;2327;2;2;91;1
9005;10;2327;2;3;25;2
9005;10;2328;1;1;17;4
9005;10;2328;1;2;91;1
9005;10;2328;1;3;25;2
9005;10;2328;2;1;18;4
9005;10;2328;2;2;91;1
9005;10;2328;2;3;25;2
9005;10;2328;3;1;19;4
9005;10;2328;3;2;91;1
9005;10;2328;3;3;25;2
1;20;2007;1;1;28;1
1;20;2007;1;2;0;1
1;20;2007;1;3;1;4
1;20;2007;1;4;9, 0, 0;1
11;20;2007;101;1;2;1
11;20;2007;101;2;1;4
11;20;2007;101;3;1;4
11;20;2007;101;4;0;1
11;20;2007;101;5;0;1
11;20;2007;101;6;0;1
11;20;2007;101;7;0;1
11;20;2007;101;8;0;1
11;20;2007;101;9;108;4
11;20;2007;101;10;0;1
11;20;2007;101;11;0;1
11;20;2007;101;12;0;1
1;20;2044;1;1;28;1
1;20;2044;1;2;0;1
1;20;2044;1;3;1;4
1;20;2044;1;4;9, 0, 0;1
1;20;2046;1;1;1214;2
1;20;2046;1;2;1214;2
1;20;2046;1;3;1214;2
1;20;2046;1;4;0;2
1;20;2046;1;5;0;2
1;20;2046;1;6;0;2
1;20;2046;1;7;0;2
1;20;2046;1;8;0;2
9;20;2046;101;1;2;1
9;20;2046;101;2;1;4
9;20;2046;101;3;1;4
9;20;2046;101;4;0;1
9;20;2046;101;5;0;1
9;20;2046;101;6;0;1
9;20;2046;101;7;0;1
9;20;2046;101;8;0;1
9;20;2046;101;9;1214;3
9;20;2046;101;10;0;1
9;20;2046;101;11;0;1
9;20;2046;101;12;0;1
9;20;2046;102;1;2;1
9;20;2046;102;2;1;4
9;20;2046;102;3;2;4
9;20;2046;102;4;0;1
9;20;2046;102;5;0;1
9;20;2046;102;6;0;1
9;20;2046;102;7;0;1
9;20;2046;102;8;0;1
9;20;2046;102;9;1214;3
9;20;2046;102;10;0;1
9;20;2046;102;11;0;1
9;20;2046;102;12;0;1
9;20;2046;103;1;2;1
9;20;2046;103;2;1;4
9;20;2046;103;3;3;4
9;20;2046;103;4;0;1
9;20;2046;103;5;0;1
9;20;2046;103;6;0;1
9;20;2046;103;7;0;1
9;20;2046;103;8;0;1
9;20;2046;103;9;1214;3
9;20;2046;103;10;0;1
9;20;2046;103;11;0;1
9;20;2046;103;12;0;1
6002;20;2047;1;1;28;2
6002;20;2047;1;2;101;2
3;20;2050;1;1;2049.1;2
3;20;2050;1;2;2049.2;2
3;20;2050;1;3;0;2
3;20;2050;1;4;0;2
3;20;2050;1;5;0;2
3;20;2050;1;6;0;2
3;20;2050;1;7;0;2
3;20;2050;1;8;0;2
3;20;2051;1;1;2049.1;2
3;20;2051;1;2;2049.2;2
3;20;2051;1;3;0;2
3;20;2051;1;4;0;2
3;20;2051;1;5;0;2
3;20;2051;1;6;0;2
3;20;2051;1;7;0;2
3;20;2051;1;8;0;2
3;20;2052;1;1;2049.2;2
3;20;2052;1;2;2049.2;2
3;20;2052;1;3;0;2
3;20;2052;1;4;0;2
3;20;2052;1;5;0;2
3;20;2052;1;6;0;2
3;20;2052;1;7;0;2
3;20;2052;1;8;0;2
5000;20;2074;1;1;1;1
5000;20;2074;1;2;1;4
5000;20;2074;1;3;1;4
5000;20;2074;1;4;0;1
5000;20;2074;1;5;10;1
5000;20;2074;1;6;-19;1
5000;20;2074;1;7;0;1
5000;20;2074;1;8;0;1
5000;20;2074;1;9;310;2
5000;20;2074;1;10;0;1
5000;20;2074;1;11;1;1
